aa_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287300,58200,38132.49,4020392,4020392,4020462,18517,214,35690,385920,3494742,1209600,125794,50,106,0,2508475.2,634872.96,343674.24,84,914,0,42618,1895776,1358496,150464,35358,10324,1706,0,0,408,448,4020392,4026,692,419660,451084,2431324,187784,172,0,0,0,142,1472,2525298,262628,0,54,0,0,2544800,3932,182,0,0,2820,720066,2820,718132,0,0,24928,10406,2270,6320906,1381786,140634,24594,86400,14988,3935462,2648,0,0,0,1600.2,1770,1003902,647210,583814,366300,333512,115234,310430,133874,466,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12020,1426.1,92572,92572,93804,249,142,9098,92240,82052,1209600,1640,0,4,0,74103.36,0,7827.84,0,12,0,0,0,5160,60166,15634,924,134,14,0,0,6,92572,156,20,38,3204,3042,28028,46224,1318,2,0,34,54,74340,48550,0,24,0,0,74694,104,38,0,0,0,0,0,0,0,0,548,240,336,0,0,1148,186,327060,32708,0,0,0,0,426170,46.8,54,8742,9080,3786,1774,3908,54306,404,34,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25760,64.87,57328,57328,55646,26,0,5502,56860,108548,1209600,696,2,20,0,6622.08,0,4681.92,2,22,0,0,146,8776,2078,306,20,2,0,0,0,4,57328,174,30,36,146,194,2604,7008,1134,2,0,26,220,7104,310,0,0,0,0,7112,82,122,0,0,0,0,0,0,0,0,344,0,0,4310,634,264,52,27220,2712,55864,16,0,0,0,1.06,90,5080,3610,1048,340,732,356,102,60,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175420,28220,119275.72,8688906,8688906,8534606,63360,934156,5258,195820,8300130,1209600,0,,,,7047784.32,0,1239832.32,,,0,0,8178,739290,2777410,3367348,1288092,103768,14588,1456,,0,8688906,9202,2068,563896,683158,1321048,5362482,341588,16674,14,0,,,,,,,,,,10586,832,0,0,0,0,0,0,0,0,74470,91220,15982,0,0,288542,47056,11944020,2980800,0,16104,0,0,2017530,,,1307762,1552632,1210312,570152,1204332,986304,714448,388468,363874,1846,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124840,41048.66,3209526,3209526,3198240,20747,27204,72204,780300,3013162,1209600,72116,2,96,0,2413408.32,28960.32,566218.56,0,480,0,0,0,244556,1268526,1193248,284286,18996,3466,84,14,18,3209526,7576,876,48460,371574,193578,1185684,1167360,37844,210,0,398,1094,741964,47878,0,74886,0,10,2456494,3624,392,0,0,60,29008,0,0,0,0,21298,34336,12824,0,0,44708,6440,15774260,2203088,2610050,20504,0,0,11048690,1606.16,1728,621496,710704,261594,134518,260434,226946,197734,150004,389406,60326,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7760,171.73,29414,29414,32436,60,0,2786,29200,22622,1209600,1092,2,8,0,13510.08,0,7921.92,2,28,0,0,0,3058,14462,4892,178,32,0,0,0,6,29414,1264,22,326,1764,924,5248,11812,1234,28,0,22,128,14466,4688,0,4,0,18,14524,80,40,0,0,0,0,0,0,0,0,242,76,28,0,0,710,124,47460,4740,0,0,0,0,0,72.24,52,9550,5862,1672,472,1294,3740,32,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123140,41634.42,2920192,2920192,2913232,21805,5362,45146,494620,2778906,1209600,88120,2,50,0,2347103.04,0,429913.92,28,394,0,0,0,3124,493824,1736116,513852,25216,6232,542,0,6,2920192,3454,490,2194,187032,139690,1622802,801302,21766,176,0,218,406,2111914,5392,94,700,0,10,2367218,1878,88,0,0,0,0,0,0,0,0,32590,24040,10346,0,0,74706,14878,9899220,1111194,1915840,1302,0,0,1634440,1043.54,1092,442250,506002,345798,171812,344102,286254,274868,187244,210170,10406,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11780,6.96,21518,21518,23920,31,22,1992,21340,8666,1209600,478,0,6,0,3789.12,0,3760.32,,,0,0,0,1692,6194,780,0,0,0,0,4,8,21518,1124,12,32,170,1440,4910,978,0,0,0,26,44,2786,178,0,0,0,0,4290,50,52,0,0,0,0,0,0,0,0,202,0,0,2580,384,194,60,2660,308,12038,76,0,0,0,,,5158,3168,296,24,12,6,2,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5260,12.11,9440,9440,10928,17,0,894,9300,4058,1209600,176,2,0,0,1733.76,0,1209.6,0,12,0,0,0,1166,2826,36,0,0,0,0,4,8,9440,1128,10,12,8,192,1116,1296,266,0,0,64,82,1948,100,0,0,0,0,1954,40,32,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,10250,10,0,0,0,76.74,28,2414,1178,324,66,46,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178440,89240,685981.89,43036702,43036702,42512426,251933,2909726,,618680,41737768,1209600,0,,,,38563146.24,0,3136564.8,,,0,0,3410,2421596,16397320,20331728,2304320,225062,52684,1648,,0,43036702,36544,6694,1873948,1612900,4171152,31104294,2903192,29044,0,0,,,,,,,,,,23840,388,,,,,,,,,252544,398668,76268,0,0,936222,148658,109233440,15392188,0,0,0,0,,,,3345258,6837532,5631744,3219324,8838302,6278560,3717080,1707994,2123924,38050,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196680,319580,140380.06,10886448,10886448,10881334,63616,0,108262,1192100,9949170,1209600,11818,8,152,0,8602603.2,0,1340064.96,0,0,0,0,0,222872,2569344,5068916,1933396,129296,21280,4066,62,2,10886448,14766,1722,603576,607242,869990,6909288,923966,18468,152,0,2672,2132,7382102,162418,0,48874,0,16,8683032,290,200,0,0,0,0,0,0,0,0,71008,4378,1028,0,0,4440,714,1165960,116624,0,0,0,0,0,4186,4048,1403196,2257780,1647320,751480,1302812,856506,644318,388654,643766,53338,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215200,58467.31,3525576,3525576,3524226,32515,10404,106874,1100920,3283402,1209600,76052,4,78,0,2845679.04,0,435086.4,0,352,0,0,0,1468,600794,1783976,856412,35832,4596,324,318,344,3525576,4600,472,73544,209620,176078,1944764,860550,13560,214,0,620,1120,1952646,261324,0,2882,0,0,2873416,1780,180,0,0,0,0,0,0,0,0,26326,51802,21090,0,0,49982,12524,7039300,1364332,146696,10300,0,0,1156720,874.06,1036,455050,369894,321390,167520,333598,344856,269046,243224,701498,77326,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,84580,31002.76,1908480,1908480,,13575,158928,,695840,,1209600,0,,,,,,,,,0,0,2482,80868,834538,910078,30592,4896,1216,6,,0,1908480,2380,244,44332,43042,152132,1516704,103116,2726,0,0,,,,,,,,,,894,58,,,,,,,,,9300,24974,5594,0,0,64614,8634,2960680,918550,0,0,0,0,,,,112912,333254,275216,133380,353578,324310,188152,74658,68516,700,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246060,227780,126165.15,9247654,9247654,,55565,,,765420,,1209600,,,,,6987468.48,0,865698.24,,,0,0,29436,659438,2624952,3754868,710924,60348,14662,1974,,,9247654,5826,1492,492568,349474,805652,5804234,387830,9526,0,0,,,,,,,,,,,,,,,,,,,,49484,,,,,,,,,,,,,,,,908440,1411952,1008604,497764,1034802,889700,755802,505960,776306,67272,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136760,39729.12,3138822,3138822,3110548,24885,7908,67850,713840,3022790,1209600,109288,0,94,0,2440023.36,26832.96,552744.96,0,0,0,0,946,118546,874282,1242360,719340,59394,7004,918,98,206,3138822,5018,572,92178,345838,115930,1925772,520230,17090,162,0,3354,1876,2432738,945676,0,76832,0,0,2464826,2304,416,0,0,570,27376,0,0,0,0,27960,31842,7116,0,0,57200,12946,18260,5244,0,0,0,0,38711550,1321.98,1226,601376,625968,407764,190466,390718,351710,391468,60958,2362,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10860,7.62,13796,13796,18664,19,10,1332,13720,3552,1209600,190,0,2,0,1062.72,0,1566.72,0,10,0,0,0,258,2180,522,500,76,0,0,0,8,13796,932,8,4,12,128,1358,836,252,6,0,22,26,1114,86,0,0,0,0,1188,18,48,0,0,0,0,0,0,0,0,74,0,0,0,0,54,10,560,54,0,0,0,0,0,71.64,22,2554,754,106,22,28,18,46,8,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54960,38300.99,2811776,2811776,2852788,17754,578,34532,383520,2717234,1209600,91280,0,110,0,2265968.64,19850.88,395502.72,0,0,0,0,10132,281404,1097968,1002572,302372,20234,2436,116,0,4,2811776,5116,794,66900,248304,152684,1517988,696034,29040,374,0,774,1250,1985586,112630,0,1302,0,68,2285284,3372,194,0,0,10,19856,0,0,0,0,19792,26232,4882,0,0,75314,12922,783860,110046,157620,724,0,0,9439280,1401.4,1614,455184,633316,295836,134706,252728,278584,194686,169626,282316,20252,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72620,41638.33,3006990,3006990,2996220,21101,1758,52606,579500,2874856,1209600,80732,0,76,0,2491680,0,380562.24,0,0,0,0,0,1258,579562,1438292,806460,41582,7200,502,36,42,3006990,5786,712,43616,174114,116682,1936860,576958,20064,64,0,2242,1180,2475330,156204,30,18,0,0,2525558,2172,126,0,0,0,0,0,0,0,0,21580,26968,8524,0,0,51662,10398,63860,23590,2606076,2446,0,0,11664740,2069.68,1708,397492,421152,412314,255170,1005700,378238,2184,1912,674,20,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132140,42010.11,3218810,3218810,3221614,14114,712,76896,794000,2870422,1209600,81836,0,0,0,2504289.6,0,364226.88,0,0,0,0,0,682,629426,1720996,495374,20252,3584,108,0,88,3218810,2978,358,52042,248292,129782,2186040,243714,7120,96,0,0,0,0,0,0,0,0,0,0,1242,154,0,0,0,0,0,0,0,0,15118,28438,5508,0,0,77330,13674,671280,67754,0,0,0,0,41010170,812.84,874,384760,519190,387656,247832,547980,508708,157144,58308,57370,1474,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104700,47964.91,3214692,3214692,3214292,19117,6486,76702,791300,2972346,1209600,91106,6,48,0,2549902.08,0,421065.6,8,548,0,0,0,5378,838464,1575288,530930,20304,1970,12,3700,3736,3214692,2924,394,113822,232886,135296,2016522,458936,11374,192,0,244,1048,2345146,47510,0,16580,0,14,2569230,1592,160,0,0,0,0,0,0,0,0,26840,56880,22164,0,0,88144,18490,7411620,780510,0,0,0,0,7964950,781.06,800,440252,389742,348704,177912,361106,362122,430786,259956,193136,8630,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116760,118540,42050.86,4597944,4597944,4596324,15678,27426,91224,960040,4490186,1209600,163598,2,76,0,3033177.6,36876.48,1415776.32,0,400,0,0,0,81392,290438,1209226,2286354,579500,38620,4336,0,8,4597944,6476,916,24440,1137238,422890,2623990,269846,4070,0,0,1660,1986,2735008,74,0,2570,0,28,3058356,3290,980,0,0,0,36890,0,0,0,0,31950,34306,12928,0,0,119494,28714,16785040,1899150,0,0,0,0,2050880,1569.24,1948,1486722,1134012,468436,222312,822860,248832,40108,25456,39558,1570,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65500,10573.12,828076,828076,824514,2779,32586,82172,826440,751336,1209600,0,,,,697135.68,2514.24,51115.2,0,0,0,1004,35052,314468,250850,121720,25684,2078,480,0,,16,828076,1166,182,6486,58178,15198,412592,249446,7884,202,2,,,,,,,,,,376,62,0,0,150,2574,0,0,0,0,1874,0,0,0,0,0,0,0,0,0,2418,0,0,9573510,1193.16,388,56120,56828,529428,86056,16790,4322,854,396,542,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13480,31910.92,2540702,2540702,2537306,13768,434,8196,114360,2386134,1209600,87368,0,86,0,2015806.08,0,367949.76,0,0,0,0,7188,150234,1157328,888346,168258,11788,2840,152,40,48,2540702,3648,488,1350,173220,183004,1460218,549734,14188,284,0,594,928,2007794,52606,0,2210,0,38,2038628,1872,344,0,0,0,0,0,0,0,0,17226,31026,5092,0,0,79176,15622,77320,9458,0,0,0,0,420730,996.4,1262,389480,548302,385480,175922,295992,239910,142864,92164,114460,1560,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27160,31979.03,2628502,2628502,2598640,17602,29010,16982,202400,2469558,1209600,73294,2,86,0,1975278.72,12144.96,479648.64,0,0,0,0,0,17720,565892,1251164,593942,34126,6026,688,8,12,2628502,3332,540,1536,139974,253632,1691218,368322,10914,90,0,1618,1376,998312,7148,0,66,0,42,2000820,2446,120,0,0,30,12224,0,0,0,0,14232,29142,5078,0,0,66284,10794,2658140,600432,2307826,388,0,0,1979050,1015.5,1170,508918,558520,298010,138852,277296,238136,202796,131826,115200,4,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219220,188600,80013.03,5800022,5800022,5814836,24679,3512,90076,951240,5241088,1209600,131170,0,172,0,4515154.56,0,721979.52,0,0,0,0,15038,247884,2777114,1745560,423768,26370,4946,408,10,22,5800022,6922,966,195918,419572,348744,3991628,262874,14364,100,0,1770,4544,4527386,98100,0,296,0,16,4552856,3942,84,0,0,0,0,0,0,0,0,35704,60462,14856,0,0,160080,26194,36320,7486,0,0,0,0,2054990,2104.88,2028,776114,731060,558316,382936,1027122,975704,556786,175924,57126,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218140,191940,150122.98,9532170,9532170,,59589,,,1049360,,1209600,,,,,8620930.56,0,530821.44,,,0,0,3732,808298,4188804,3572706,477154,76846,27304,3262,,,9532170,8826,1546,322504,249208,457784,7045064,1034708,38464,2,0,,,,,,,,,,,,,,,,,,,,54144,,,,,,,,,,,,,,,,566912,1522908,1320444,787102,2600770,1260638,546130,245256,305130,2816,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279140,183620,79391.17,5993304,5993304,5984432,32788,2458,108014,1142300,5326272,1209600,186308,2,50,0,4583402.88,0,739050.24,60,1314,0,0,4506,226594,1747174,2696328,607550,37502,6434,184,958,1008,5993304,7458,902,61778,469596,223360,3104362,1429820,28672,324,0,930,298,4609948,67702,0,29000,0,22,4645756,4142,374,0,0,0,0,0,0,0,0,46918,73014,27246,0,0,136378,26922,14423380,1463688,0,0,0,0,8708860,2095.08,2202,787670,963324,756474,387118,698718,634386,472902,257772,344560,23348,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247380,84820,59945.45,5182654,5182654,5142864,,74744,29334,334720,4184398,1209600,0,,,,3679166.4,0,497479.68,,,0,0,1774,469212,2043458,1453676,177128,28268,9422,1460,,10094,5182654,6360,654,238120,219956,480772,3042634,189320,6574,8,0,,,,,,,,,,2402,112,0,0,0,0,0,0,0,0,28454,66970,13362,0,0,175114,24112,4459480,768496,0,0,0,0,32441680,,,523578,961602,601220,296696,606002,520936,445280,181496,47392,196,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19300,82.51,32424,32424,32196,64,16,3006,31960,14068,1209600,814,2,6,0,9724.8,94.08,3298.56,0,24,0,0,0,2834,9566,1536,42,2,0,0,0,8,32424,1004,18,22,464,1900,7464,3098,10,0,0,46,128,9898,1186,0,0,0,0,10362,68,98,0,0,0,506,0,0,0,0,394,0,0,6470,1924,410,94,29900,2992,0,46,0,0,0,1.32,80,4762,6494,972,348,472,812,104,16,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310700,169920,29566.42,2340300,2340300,2306476,11086,145552,108906,1125340,2250220,1209600,0,,,,1798050.24,0,449762.88,,,0,0,69256,1022396,981962,161000,12024,3304,278,0,,0,2340300,1776,398,107328,340952,131018,1255358,396498,16880,12,0,,,,,,,,,,2944,188,0,0,0,0,0,0,0,0,15676,15830,3736,0,0,70958,14262,5120940,741700,0,0,0,0,1377340,,,472060,471382,216246,92916,266312,337244,238266,103334,52446,14,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37520,484.17,91786,91786,89478,216,180,8686,91100,53606,1209600,0,,,,30016.32,12510.72,9919.68,2,32,0,0,0,14140,32514,5982,744,30,0,0,,0,91786,1204,26,174,3754,10468,34318,3452,14,0,0,,,,,,,,,,94,68,0,0,140,23746,140,15298,0,0,828,214,28,23738,6004,1364,268,496800,56256,30154,14,0,0,0,2.22,160,24056,7300,4920,1764,5132,3360,2902,3962,14,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8260,29.19,22128,22128,25586,32,0,2120,21940,7810,1209600,370,2,8,0,4041.6,0,2544.96,0,18,0,0,3102,2006,1546,1076,40,0,0,0,6,12,22128,1280,18,18,70,1036,364,3854,1102,28,0,24,538,4364,214,0,8,0,0,4374,44,80,0,0,0,0,0,0,0,0,182,0,0,0,0,86,32,3480,348,0,2,0,0,0,80.78,42,3992,2840,616,92,166,56,8,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310700,167140,27360.22,2016290,2016290,1994946,13854,290184,77990,803260,1921726,1209600,0,,,,1614295.68,0,287165.76,,,0,0,0,2580,553506,1215188,138110,10608,1730,4,,0,2016290,2608,252,123186,138066,128904,1387132,137578,3994,6,0,,,,,,,,,,1322,66,0,0,0,0,0,0,0,0,17016,21084,5302,0,0,63120,10836,1797560,585682,0,0,0,0,26360170,,,308074,311902,204486,127542,510684,450770,8250,18,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11740,1310.03,104478,104478,103168,307,748,9980,104260,95560,1209600,0,,,,87866.88,0,7083.84,0,0,0,0,0,9566,59526,26260,176,32,0,0,,10,104478,186,24,124,2160,1388,4994,83176,3392,116,0,,,,,,,,,,106,42,0,0,0,0,0,0,0,0,420,140,32,0,0,580,106,178260,18342,0,0,0,0,310060,107.26,68,7752,8448,78544,816,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13920,13.6,22028,22028,22980,23,0,2084,21820,5002,1209600,256,2,2,0,1821.12,0,2258.88,2,18,0,0,0,524,2648,1180,600,0,0,0,0,14,22028,948,14,10,10,740,678,1926,620,6,0,4,78,1990,198,0,0,0,0,2000,26,46,0,0,0,0,0,0,0,0,158,0,0,0,0,58,18,3740,374,0,0,0,0,0,0.6,34,3282,1242,98,32,56,182,58,2,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21440,85.62,,,51682,64,50,4588,48180,19750,1209600,870,0,10,0,9243.84,0,9389.76,0,30,0,0,0,8890,9302,1436,44,0,0,0,2,8,,1236,30,22,1140,1130,3742,9362,2832,178,0,90,354,7494,1548,0,150,0,0,10318,98,210,0,0,0,0,0,0,0,0,,18,2,3798,948,248,66,13380,1418,29966,30,0,0,0,144.86,90,10620,5482,788,84,240,782,158,1518,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12700,962.73,79908,79908,83530,187,440,7718,79500,72878,1209600,1920,0,14,0,56215.68,0,15030.72,0,26,0,0,0,21574,44138,5854,1248,44,0,0,0,4,79908,1734,22,1150,3218,3644,18914,42856,1284,36,0,76,18,55342,33992,0,20,0,0,57554,126,64,0,0,0,0,0,0,0,0,482,92,32,20298,3446,1204,258,2880,420,81786,30,0,0,0,136.16,86,17668,12266,4150,1632,6190,29468,1294,158,34,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3020,11.49,10184,10184,11744,21,0,978,10060,3926,1209600,176,2,2,0,1384.32,0,1504.32,0,20,0,0,0,1064,1798,704,342,0,0,0,4,10,10184,1056,6,122,30,268,774,1182,466,4,0,38,44,1642,64,0,0,0,0,1646,30,42,0,0,0,0,0,0,0,0,148,0,0,1416,352,36,14,1840,190,6680,14,0,0,0,2.18,42,2544,966,232,36,62,50,18,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599580,57260,73929.15,21916844,21916844,21873922,49186,0,,130880,21263858,1209600,971668,,,,7450808.64,12164005.44,1634619.84,4,1042,28320,215594,416866,877238,2312086,3537500,3395192,1429000,273534,90204,,1436,21916844,6112,728,36714,2343194,614202,7836722,1643034,94828,0,0,,,,,,,,,,240482,25106,,,,,,,,,347824,15248,4696,159329018,1611090,161478,227054,0,0,20180754,35292,0,0,,,1564,8240746,2707062,573934,147600,275068,113242,95412,420180,2290,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182760,78360,64877.07,6596426,6596426,6580470,24453,178,52196,541760,6301192,1209600,317880,0,418,0,4410939.84,1207053.12,678277.44,2,800,0,1466,89754,612612,2016252,1872920,1098162,398464,185302,24458,184,204,6596426,5696,622,546248,1351754,594486,3394474,391426,14280,404,0,2140,500,4436968,527398,0,17528,0,0,4447250,10156,538,0,0,300,1207434,0,0,0,0,42702,44512,6720,24717394,2805442,371788,55122,50680,5618,5732336,238708,904,3342,24877100,1331,1374,1930018,1266466,1125166,468814,784224,266582,199978,250414,7726,2,0,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381660,3640,610848.34,43649276,43649276,43018298,290352,2020838,51804,9760,39722580,1209600,0,,,,36127551.36,0,3549780.48,101888,,0,0,24004,2936924,18532208,16279230,1633178,261852,54236,930,,0,43649276,39718,7232,1805218,2071640,5149844,28753460,1884674,10774,0,0,,,,,,,,,,28440,580,0,0,0,0,0,0,0,0,289132,487090,82200,0,0,1154002,165996,50294580,10294218,0,0,0,0,388380080,0.78,0,3686320,8553990,5975584,3116814,7041768,4885716,2583462,1340948,2401202,136758,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183920,34400,120672.79,31651070,31651070,31301232,97544,1652300,6562,164300,29825056,1209600,1242058,31218,4090,0,20478597.12,1132681.92,8191463.04,0,0,0,0,5914,198620,1726874,9346848,15230204,3148678,157324,10594,15782,16560,31651070,18400,3978,7131218,1973916,3823790,14236310,2561194,76132,118,0,17844,56360,217254,245950,352,3049928,126,0,18992272,107120,400,0,0,90640,1206588,0,0,0,0,263012,4972,892,0,0,867814,124918,82801840,11081578,591798,966174,0,0,95059240,7456.6,8226,9860734,18409638,1544232,6148,3828,456,20,0,0,0,0,0
